Prediction reliability,BeMF,DirMF,PMF
0,0.71015272825,0.72381080536,0.69513161912
0.1,0.71015272825,0.72381080536,0.69513161912
0.2,0.71015272825,0.72381080536,0.69513161912
0.3,0.69564312474,0.59237551603,0.69513161912
0.4,0.61699096707,0.42356377799,0.69513161912
0.5,0.5176257909,0.30024991075,0.69513161912
0.6,0.41493996387,0.17288557214,0.69513161912
0.7,0.34782608696,0.05434782609,0.69513161912
0.8,0.26006904488,NaN,0.69513161912
0.9,0.20491803279,NaN,0.69513161912
