Recommendation reliability,BeMF,DirMF,PMF
0,0.77386776098,0.75629096917,0.7151706476
0.1,0.77445035845,0.75629096917,0.7151706476
0.2,0.77585865973,0.75629096917,0.7151706476
0.3,0.77918620303,0.7578042328,0.7151706476
0.4,0.78725865656,0.76924772952,0.7151706476
0.5,0.80044129918,0.80227332285,0.7151706476
0.6,0.82372204398,0.86142618167,0.7151706476
0.7,0.84302518372,0.92105355884,0.7151706476
0.8,0.87790131776,1,0.7151706476
0.9,0.92167875315,NaN,0.7151706476
