Prediction reliability,DirMF,BeMF,PMF,DeepMF,NCF
0,1,1,1,1,1
0.1,1,1,1,1,1
0.2,1,1,1,1,1
0.3,0.37651662966,0.96979075557,1,1,1
0.4,0.05510327659,0.69270447868,1,1,1
0.5,0.00377895894,0.29774159546,1,1,1
0.6,0,0.10553051201,1,1,1
0.7,0,0.03610756016,1,1,1
0.8,0,0.00974455583,1,1,1
0.9,0,0.00136805042,1,1,1
